time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16;bp17;bp18;bp19;bp20;bp21;bp22;bp23;bp24;bp25;bp26;bp27;bp28;bp29;bp30;bp31;bp32
1.58;videos/cuts_test/50wtf1.mp4;fall;(484.29, 395.43);(487.08, 386.71);(489.9, 387.04);(492.45, 387.36);(475.03, 387.0);(469.82, 387.62);(464.86, 388.27);(491.84, 395.83);(457.06, 397.27);(487.82, 409.09);(473.08, 409.71);(535.35, 428.24);(449.56, 490.12);(605.71, 467.28);(492.41, 565.53);(673.27, 487.08);(564.45, 584.92);(692.54, 495.44);(583.39, 594.87);(691.25, 498.13);(589.15, 584.93);(683.24, 497.07);(583.52, 579.99);(637.03, 502.07);(614.46, 557.45);(722.64, 538.75);(709.25, 608.3);(712.33, 525.36);(690.99, 563.21);(697.8, 525.92);(678.7, 542.0);(726.1, 547.02);(702.52, 547.14)
1.63;videos/cuts_test/50wtf1.mp4;fallen;(460.23, 445.1);(461.38, 435.66);(463.83, 435.56);(465.89, 435.54);(451.18, 436.73);(446.96, 437.41);(442.92, 438.25);(463.37, 443.1);(435.36, 447.22);(464.12, 458.07);(451.46, 459.47);(510.16, 471.39);(434.72, 532.55);(585.03, 501.34);(473.65, 583.36);(645.66, 521.39);(556.12, 578.84);(674.94, 528.61);(578.96, 583.39);(668.86, 532.61);(581.7, 573.99);(660.05, 534.55);(574.2, 570.61);(610.75, 526.87);(592.49, 579.04);(651.77, 533.35);(661.56, 584.1);(711.67, 537.05);(695.29, 581.56);(723.12, 545.07);(704.39, 586.01);(700.02, 543.68);(696.68, 557.54)
1.67;videos/cuts_test/50wtf1.mp4;fallen;(437.77, 479.11);(431.33, 474.39);(431.64, 474.64);(431.74, 474.99);(426.41, 476.05);(423.3, 477.41);(419.97, 478.84);(425.0, 484.92);(411.96, 490.42);(441.72, 489.53);(435.61, 492.38);(476.02, 509.41);(416.87, 547.3);(536.95, 537.43);(469.89, 578.6);(583.0, 534.23);(550.04, 558.71);(601.13, 535.96);(575.44, 562.66);(600.06, 534.76);(578.14, 553.07);(596.08, 534.57);(569.9, 550.37);(599.93, 542.58);(585.44, 577.15);(672.01, 529.16);(668.33, 575.98);(733.31, 534.89);(716.25, 570.77);(744.76, 542.69);(715.82, 568.82);(764.84, 521.8);(758.07, 540.85)
1.71;videos/cuts_test/50wtf1.mp4;fallen;(406.2, 500.22);(398.39, 495.65);(399.05, 495.24);(399.77, 494.8);(394.28, 498.45);(392.11, 500.16);(390.0, 501.94);(398.69, 502.29);(386.87, 514.11);(413.5, 506.59);(409.52, 510.81);(454.84, 518.62);(414.18, 558.63);(517.07, 544.64);(478.63, 583.46);(565.54, 538.72);(542.77, 542.5);(585.17, 535.59);(568.2, 544.53);(581.74, 533.02);(566.5, 536.26);(573.73, 536.48);(558.74, 533.91);(586.1, 539.29);(577.99, 572.69);(650.85, 515.21);(650.22, 528.86);(753.35, 506.14);(707.42, 565.41);(771.73, 515.73);(710.6, 572.0);(786.93, 477.46);(756.15, 538.61)
1.75;videos/cuts_test/50wtf1.mp4;fallen;(388.86, 503.4);(378.84, 502.3);(379.11, 501.43);(379.38, 500.71);(376.94, 507.58);(375.81, 510.89);(374.59, 514.8);(379.63, 510.37);(373.91, 530.38);(398.79, 506.84);(397.21, 513.37);(442.17, 510.15);(409.02, 563.14);(510.23, 540.42);(478.31, 578.34);(556.94, 541.44);(528.83, 531.61);(580.88, 541.3);(548.03, 523.51);(579.18, 542.18);(543.88, 514.64);(571.79, 544.41);(537.48, 521.87);(569.48, 532.3);(563.8, 569.39);(627.0, 485.06);(620.38, 517.84);(761.95, 471.59);(736.52, 562.31);(782.36, 479.53);(749.33, 568.1);(788.01, 423.41);(790.39, 527.07)
1.79;videos/cuts_test/50wtf1.mp4;fallen;(383.11, 505.3);(372.15, 506.76);(372.07, 506.17);(371.85, 505.7);(371.2, 511.83);(370.6, 515.19);(369.86, 519.37);(372.3, 516.2);(370.92, 535.19);(392.97, 507.56);(392.57, 513.95);(432.19, 507.97);(409.77, 565.03);(496.5, 536.5);(477.84, 575.38);(530.79, 538.82);(516.08, 519.53);(554.57, 536.35);(531.67, 497.41);(542.43, 540.5);(523.92, 489.12);(538.73, 544.93);(518.77, 495.25);(564.83, 526.18);(562.21, 565.78);(618.61, 470.05);(618.57, 515.99);(756.53, 453.09);(745.73, 553.61);(781.82, 462.02);(761.77, 565.17);(785.59, 408.13);(805.24, 526.62)
1.84;videos/cuts_test/50wtf1.mp4;fallen;(379.41, 506.51);(368.74, 508.39);(368.36, 507.77);(367.89, 507.29);(368.54, 514.37);(368.13, 517.8);(367.78, 522.62);(368.7, 517.34);(370.65, 538.33);(389.38, 507.52);(390.02, 514.46);(428.52, 504.79);(411.68, 565.26);(490.99, 524.72);(477.55, 571.6);(525.38, 530.18);(505.69, 502.96);(540.7, 529.67);(518.81, 481.85);(532.57, 533.47);(512.79, 475.76);(526.97, 535.15);(508.39, 482.41);(564.83, 521.43);(563.57, 562.91);(620.13, 459.28);(608.05, 509.97);(761.6, 437.43);(748.15, 549.9);(789.44, 445.09);(767.58, 564.08);(778.44, 392.15);(799.56, 529.99)
1.88;videos/cuts_test/50wtf1.mp4;fallen;(376.44, 507.35);(366.02, 509.76);(365.67, 509.25);(365.22, 508.93);(366.04, 515.64);(365.84, 518.98);(365.76, 523.55);(367.0, 519.64);(369.69, 538.94);(386.18, 507.83);(386.86, 514.75);(428.17, 506.3);(411.98, 563.85);(487.96, 518.49);(475.12, 572.39);(509.13, 515.87);(496.37, 498.24);(528.66, 507.6);(505.18, 477.64);(521.29, 513.86);(498.62, 473.18);(517.07, 522.95);(494.51, 480.7);(559.44, 518.67);(559.17, 558.69);(625.08, 452.73);(599.81, 509.21);(762.1, 426.19);(741.25, 549.35);(790.03, 431.26);(762.56, 563.28);(770.65, 374.92);(786.72, 532.9)
1.92;videos/cuts_test/50wtf1.mp4;fallen;(376.17, 510.01);(365.9, 512.89);(365.44, 512.35);(364.81, 512.01);(366.16, 518.39);(366.08, 521.65);(366.15, 526.08);(366.48, 522.03);(370.12, 541.19);(386.41, 509.93);(387.77, 517.05);(428.89, 512.3);(411.15, 561.34);(489.69, 523.14);(472.3, 574.83);(503.03, 510.55);(491.14, 496.24);(517.46, 492.31);(498.21, 476.62);(509.74, 495.53);(491.62, 471.44);(503.44, 511.58);(488.85, 478.57);(565.92, 517.52);(563.77, 553.87);(633.77, 452.26);(589.61, 505.11);(763.25, 423.04);(735.27, 551.21);(794.41, 427.01);(748.67, 563.13);(770.78, 370.41);(775.51, 542.77)
1.96;videos/cuts_test/50wtf1.mp4;fallen;(376.21, 511.25);(365.58, 515.45);(365.17, 515.35);(364.57, 515.41);(365.94, 519.85);(365.96, 522.78);(366.01, 526.44);(366.89, 526.01);(370.46, 541.28);(385.95, 511.51);(386.57, 517.58);(429.15, 521.89);(409.21, 559.67);(493.82, 531.5);(470.75, 577.36);(505.57, 512.58);(484.09, 496.57);(518.38, 490.36);(489.13, 477.05);(502.05, 493.49);(482.21, 471.75);(501.19, 508.12);(480.4, 478.7);(565.24, 518.62);(561.84, 551.5);(640.51, 453.3);(597.89, 511.04);(775.17, 424.95);(726.9, 566.44);(806.5, 431.13);(743.61, 581.62);(777.3, 373.97);(758.12, 544.81)
2.0;videos/cuts_test/50wtf1.mp4;fallen;(380.0, 510.07);(370.37, 514.27);(370.05, 514.33);(369.49, 514.6);(370.02, 517.64);(369.7, 520.16);(369.28, 523.48);(370.56, 527.14);(372.46, 537.89);(390.82, 511.72);(391.11, 517.06);(429.95, 527.58);(410.07, 557.87);(487.38, 543.46);(468.45, 577.72);(492.37, 510.28);(480.11, 495.91);(495.86, 488.76);(484.17, 476.55);(489.63, 487.01);(476.62, 471.52);(483.48, 493.65);(474.62, 478.14);(572.18, 520.22);(562.27, 549.95);(649.71, 455.08);(664.29, 575.36);(786.97, 432.66);(625.47, 568.74);(813.36, 439.09);(619.32, 576.95);(789.97, 383.65);(619.04, 547.42)
2.04;videos/cuts_test/50wtf1.mp4;fallen;(382.1, 510.06);(372.66, 513.9);(372.26, 513.97);(371.67, 514.23);(372.45, 517.59);(372.14, 519.9);(371.82, 522.89);(373.09, 526.54);(375.14, 536.63);(393.24, 511.43);(393.34, 516.82);(431.78, 528.55);(410.62, 556.09);(490.31, 542.96);(466.6, 574.59);(508.3, 507.63);(478.54, 495.71);(506.94, 489.61);(482.71, 476.91);(496.07, 487.5);(474.79, 472.58);(494.62, 494.34);(473.15, 478.61);(575.37, 523.32);(565.81, 552.43);(668.2, 458.93);(624.5, 584.63);(801.67, 440.33);(598.84, 577.72);(825.32, 443.19);(604.3, 578.86);(807.65, 401.67);(577.05, 568.86)
2.09;videos/cuts_test/50wtf1.mp4;fallen;(384.21, 509.76);(374.98, 513.67);(374.53, 513.66);(373.88, 513.84);(375.05, 517.33);(374.86, 519.69);(374.76, 522.66);(374.88, 525.19);(377.65, 535.86);(395.28, 510.62);(395.75, 516.06);(430.49, 528.2);(411.37, 554.71);(489.07, 545.35);(465.96, 571.37);(519.48, 517.69);(479.21, 496.99);(517.64, 507.03);(482.96, 479.49);(509.65, 504.77);(476.15, 475.23);(503.2, 510.48);(474.66, 480.83);(575.89, 526.87);(567.23, 559.91);(679.1, 479.86);(610.74, 599.44);(814.07, 477.05);(582.54, 595.32);(840.8, 488.47);(592.3, 595.39);(826.69, 422.68);(555.0, 584.84)
2.13;videos/cuts_test/50wtf1.mp4;fallen;(386.83, 508.75);(376.71, 512.59);(376.29, 512.66);(375.77, 512.91);(376.64, 516.1);(376.3, 518.64);(376.11, 521.62);(376.28, 524.58);(378.49, 535.39);(397.87, 510.12);(397.85, 515.3);(430.25, 529.31);(410.33, 553.8);(495.84, 548.55);(467.44, 571.28);(538.66, 532.34);(482.94, 498.9);(550.73, 525.65);(487.03, 481.67);(547.5, 522.12);(480.69, 476.37);(539.54, 526.14);(479.15, 481.11);(577.38, 532.59);(568.11, 559.96);(694.15, 504.68);(583.4, 587.3);(830.63, 515.48);(585.58, 634.05);(851.84, 527.07);(594.63, 645.28);(847.04, 461.31);(568.83, 639.63)
2.17;videos/cuts_test/50wtf1.mp4;fallen;(389.61, 509.9);(379.96, 512.87);(379.69, 512.66);(379.29, 512.61);(379.63, 517.0);(379.28, 519.69);(378.95, 522.63);(380.13, 523.13);(380.88, 535.73);(400.09, 510.92);(399.76, 516.28);(434.92, 526.69);(411.79, 552.51);(497.09, 547.87);(467.92, 572.02);(557.86, 537.7);(488.12, 507.55);(575.52, 533.35);(493.98, 492.26);(573.91, 530.08);(487.31, 487.7);(566.34, 534.01);(485.11, 492.08);(580.79, 534.46);(565.67, 560.67);(701.74, 528.07);(564.81, 581.77);(842.13, 551.26);(574.75, 620.26);(856.37, 566.68);(585.97, 631.17);(860.71, 517.58);(558.69, 620.6)
2.21;videos/cuts_test/50wtf1.mp4;fallen;(391.5, 512.17);(382.25, 514.5);(382.07, 514.06);(381.73, 513.77);(381.58, 519.22);(381.05, 522.16);(380.56, 525.88);(382.51, 524.01);(382.37, 538.3);(401.66, 512.94);(400.99, 518.93);(435.46, 528.93);(412.6, 552.56);(499.54, 548.88);(466.77, 573.48);(555.83, 540.9);(491.5, 523.81);(573.42, 537.78);(505.89, 517.19);(571.29, 535.58);(498.07, 510.07);(564.3, 539.01);(493.48, 510.89);(581.94, 536.88);(566.55, 559.89);(708.2, 552.5);(561.38, 575.72);(848.07, 586.82);(584.81, 604.52);(864.69, 602.02);(599.61, 630.02);(870.54, 551.53);(572.35, 580.12)
2.25;videos/cuts_test/50wtf1.mp4;fallen;(392.08, 511.65);(383.08, 514.44);(382.96, 514.09);(382.69, 513.85);(381.75, 519.22);(381.3, 522.35);(381.03, 526.22);(383.27, 524.33);(382.69, 538.93);(402.0, 512.38);(401.92, 518.34);(437.22, 526.84);(416.58, 552.91);(500.42, 544.88);(466.29, 576.11);(558.83, 544.32);(501.5, 548.28);(576.14, 544.34);(516.7, 542.59);(575.21, 542.18);(510.31, 535.69);(568.37, 544.44);(505.96, 535.49);(584.92, 534.39);(569.74, 558.52);(716.83, 558.79);(559.21, 572.35);(849.82, 585.63);(557.37, 597.77);(868.86, 598.66);(569.21, 614.25);(870.79, 557.01);(532.64, 580.58)
2.29;videos/cuts_test/50wtf1.mp4;fallen;(392.59, 510.79);(383.66, 513.63);(383.57, 513.32);(383.32, 513.12);(381.91, 518.28);(381.61, 521.32);(381.62, 525.18);(383.62, 523.62);(383.48, 538.11);(402.64, 511.64);(402.89, 517.61);(438.91, 526.02);(419.57, 552.81);(506.86, 542.23);(466.18, 578.33);(564.76, 544.49);(508.1, 576.85);(588.4, 549.18);(528.24, 582.37);(586.42, 546.01);(524.75, 572.59);(578.24, 547.48);(519.02, 567.31);(591.5, 533.17);(575.01, 558.11);(717.04, 553.85);(568.29, 576.73);(848.37, 578.22);(563.47, 607.08);(865.81, 593.33);(576.4, 618.8);(874.58, 551.33);(532.3, 602.89)
2.34;videos/cuts_test/50wtf1.mp4;fallen;(393.36, 509.96);(384.35, 512.94);(384.24, 512.65);(383.98, 512.49);(383.16, 517.64);(382.99, 520.76);(383.02, 524.54);(384.63, 523.29);(384.74, 537.78);(403.96, 510.83);(404.2, 516.68);(440.7, 526.71);(421.99, 552.18);(507.82, 541.23);(466.24, 579.97);(571.24, 546.42);(522.44, 599.4);(592.59, 549.9);(537.28, 610.08);(589.85, 546.69);(536.13, 605.05);(581.39, 547.8);(533.04, 599.32);(595.88, 534.46);(575.41, 555.6);(719.03, 550.42);(575.61, 575.3);(850.31, 579.36);(562.98, 604.16);(868.42, 596.63);(575.95, 614.84);(882.3, 547.15);(523.73, 598.51)
2.38;videos/cuts_test/50wtf1.mp4;fallen;(394.08, 509.74);(384.8, 512.74);(384.67, 512.56);(384.44, 512.52);(384.07, 517.22);(384.11, 520.21);(384.24, 523.9);(385.6, 523.5);(385.92, 537.21);(404.72, 510.91);(404.93, 516.45);(442.15, 526.88);(423.95, 551.86);(512.54, 540.98);(466.59, 580.34);(572.48, 546.05);(522.44, 597.08);(592.77, 548.96);(538.29, 607.33);(591.0, 545.6);(536.75, 601.21);(582.65, 546.52);(532.9, 595.86);(596.93, 534.9);(576.86, 551.15);(721.8, 553.41);(578.39, 574.53);(851.46, 580.48);(563.18, 600.87);(867.97, 596.89);(569.81, 610.97);(887.34, 548.06);(536.44, 595.25)
2.42;videos/cuts_test/50wtf1.mp4;fallen;(394.57, 510.09);(385.26, 513.22);(385.14, 513.04);(384.92, 513.01);(384.6, 517.56);(384.53, 520.57);(384.55, 524.33);(386.1, 524.24);(386.16, 537.87);(405.11, 511.47);(405.15, 516.94);(443.38, 526.68);(424.68, 552.69);(511.88, 540.71);(466.96, 581.98);(568.78, 548.11);(519.68, 586.29);(587.89, 551.58);(535.38, 590.53);(585.47, 548.38);(531.98, 582.13);(577.71, 548.87);(527.68, 577.97);(598.88, 533.9);(581.24, 549.93);(725.4, 555.24);(578.82, 571.67);(855.98, 582.84);(571.53, 597.92);(871.64, 599.73);(578.99, 609.06);(891.79, 546.52);(547.04, 593.29)
2.46;videos/cuts_test/50wtf1.mp4;fallen;(394.9, 510.44);(385.45, 513.44);(385.32, 513.18);(385.1, 513.09);(384.85, 518.05);(384.69, 521.19);(384.58, 525.17);(386.33, 524.34);(386.01, 538.82);(405.4, 511.92);(405.26, 517.62);(442.01, 529.08);(424.57, 553.36);(508.45, 540.78);(465.84, 581.87);(567.13, 551.57);(517.68, 580.27);(585.99, 553.78);(532.76, 582.31);(585.18, 550.96);(528.98, 573.71);(577.42, 551.89);(524.56, 570.53);(597.72, 533.28);(580.58, 547.92);(722.76, 553.94);(580.51, 569.54);(856.83, 580.95);(569.27, 586.97);(873.84, 599.29);(572.99, 595.03);(894.53, 541.43);(552.03, 581.08)
2.5;videos/cuts_test/50wtf1.mp4;fallen;(395.13, 510.58);(385.64, 513.43);(385.5, 513.11);(385.26, 512.96);(385.07, 518.26);(384.87, 521.31);(384.69, 525.26);(386.44, 524.21);(386.07, 538.7);(405.58, 511.85);(405.38, 517.81);(440.54, 530.06);(424.12, 553.54);(506.1, 540.52);(465.83, 581.21);(565.96, 548.1);(516.39, 574.02);(584.71, 549.21);(532.2, 574.22);(583.9, 546.59);(528.02, 565.53);(576.25, 548.02);(523.52, 562.78);(597.2, 532.91);(583.42, 547.98);(722.24, 552.48);(599.08, 565.71);(854.93, 578.81);(575.48, 584.17);(872.37, 595.75);(578.96, 592.01);(894.91, 543.38);(559.18, 580.08)
2.54;videos/cuts_test/50wtf1.mp4;fallen;(395.26, 510.66);(385.74, 513.52);(385.59, 513.23);(385.32, 513.11);(385.2, 518.29);(384.96, 521.21);(384.73, 525.04);(386.45, 524.38);(386.03, 538.34);(405.75, 511.91);(405.46, 517.84);(439.14, 531.08);(423.51, 553.64);(503.86, 540.6);(465.73, 580.91);(565.73, 546.59);(515.76, 571.68);(584.4, 547.19);(531.36, 571.33);(584.51, 544.93);(527.28, 562.85);(576.91, 546.54);(522.76, 560.15);(597.15, 532.7);(582.95, 546.57);(720.55, 551.48);(600.92, 553.96);(852.91, 578.64);(578.33, 578.25);(870.84, 595.62);(583.3, 588.66);(893.07, 545.44);(559.85, 571.59)
2.59;videos/cuts_test/50wtf1.mp4;fallen;(394.63, 511.43);(384.7, 514.17);(384.51, 513.77);(384.2, 513.54);(384.37, 519.18);(384.17, 522.11);(383.96, 526.01);(385.42, 524.35);(385.3, 538.75);(405.4, 512.24);(404.98, 518.29);(438.17, 530.82);(423.09, 553.94);(503.35, 540.45);(465.87, 581.36);(566.74, 545.78);(515.19, 571.98);(583.76, 545.94);(532.27, 571.04);(583.71, 543.67);(527.48, 562.29);(576.12, 545.88);(522.78, 559.59);(596.65, 532.64);(582.97, 546.12);(720.74, 551.05);(599.2, 553.69);(851.28, 577.18);(594.76, 579.2);(870.52, 594.93);(583.56, 585.36);(892.69, 544.82);(564.57, 568.33)
2.63;videos/cuts_test/50wtf1.mp4;fallen;(394.3, 511.77);(384.14, 514.46);(383.92, 513.99);(383.58, 513.69);(384.0, 519.62);(383.85, 522.61);(383.68, 526.6);(384.89, 524.28);(385.06, 539.11);(405.24, 512.36);(404.84, 518.53);(437.85, 530.89);(422.97, 554.07);(503.57, 540.45);(466.08, 581.92);(569.01, 546.03);(516.49, 573.91);(583.94, 545.25);(535.74, 575.74);(583.71, 542.89);(530.94, 566.24);(579.12, 545.14);(525.8, 562.67);(596.39, 532.42);(582.76, 546.1);(722.29, 551.61);(590.22, 554.27);(851.54, 577.66);(599.72, 578.33);(871.68, 595.27);(589.36, 582.08);(893.7, 542.74);(570.89, 561.99)
2.67;videos/cuts_test/50wtf1.mp4;fallen;(394.15, 511.64);(384.01, 514.42);(383.77, 513.97);(383.41, 513.68);(383.94, 519.57);(383.81, 522.55);(383.65, 526.52);(384.72, 524.18);(385.02, 539.14);(405.18, 512.23);(404.81, 518.38);(437.82, 530.44);(422.79, 554.08);(505.01, 540.09);(468.02, 582.42);(568.81, 545.81);(524.18, 579.77);(585.38, 544.83);(541.77, 581.34);(584.09, 542.41);(536.19, 571.79);(578.28, 544.52);(531.11, 568.29);(596.16, 532.64);(582.56, 546.62);(722.2, 552.54);(583.69, 553.14);(852.02, 578.05);(598.2, 578.02);(872.67, 595.42);(597.81, 583.84);(894.45, 542.09);(578.2, 564.02)
2.71;videos/cuts_test/50wtf1.mp4;fallen;(394.2, 511.48);(384.09, 514.2);(383.85, 513.76);(383.49, 513.48);(383.98, 519.3);(383.83, 522.26);(383.68, 526.26);(384.8, 524.01);(385.04, 538.9);(405.29, 512.16);(404.92, 518.31);(437.9, 529.71);(422.62, 553.95);(507.03, 536.87);(468.79, 582.35);(568.44, 542.18);(529.38, 585.78);(586.04, 543.24);(544.58, 593.82);(584.44, 541.56);(543.25, 586.6);(577.86, 543.78);(539.85, 580.99);(595.99, 533.21);(580.39, 548.28);(721.9, 552.5);(580.66, 552.67);(852.66, 578.82);(593.71, 578.47);(872.95, 596.16);(596.89, 584.42);(894.63, 542.31);(578.08, 565.34)
2.75;videos/cuts_test/50wtf1.mp4;fallen;(394.25, 511.42);(384.16, 514.03);(383.93, 513.6);(383.58, 513.34);(384.0, 519.1);(383.89, 522.06);(383.78, 526.04);(384.88, 523.88);(385.23, 538.7);(405.35, 511.85);(405.07, 518.04);(438.04, 529.5);(422.56, 553.53);(507.64, 536.9);(469.18, 581.9);(567.94, 540.38);(529.17, 588.22);(584.91, 542.18);(544.19, 598.13);(584.59, 541.39);(543.98, 591.64);(577.63, 543.51);(540.72, 585.74);(595.48, 533.25);(576.8, 549.24);(721.6, 552.12);(579.84, 553.09);(852.98, 578.66);(593.63, 578.83);(873.09, 596.05);(596.86, 584.74);(895.29, 542.7);(583.99, 568.6)
2.79;videos/cuts_test/50wtf1.mp4;fallen;(394.3, 511.34);(384.23, 513.91);(384.01, 513.49);(383.66, 513.23);(384.04, 518.94);(383.91, 521.89);(383.82, 525.85);(384.95, 523.8);(385.37, 538.55);(405.39, 511.6);(405.12, 517.88);(438.25, 529.15);(422.38, 553.22);(508.74, 537.07);(469.0, 581.8);(567.71, 539.15);(528.06, 588.04);(585.8, 541.03);(543.73, 598.08);(585.17, 540.58);(543.75, 590.77);(577.75, 542.59);(540.26, 584.59);(595.45, 533.48);(575.73, 549.72);(721.4, 552.13);(579.95, 553.24);(853.62, 578.67);(591.0, 579.09);(873.51, 596.76);(594.99, 585.11);(896.23, 542.72);(583.01, 569.05)
2.84;videos/cuts_test/50wtf1.mp4;fallen;(394.33, 511.27);(384.27, 513.83);(384.05, 513.41);(383.7, 513.15);(384.07, 518.88);(383.96, 521.84);(383.89, 525.82);(384.97, 523.72);(385.43, 538.45);(405.43, 511.53);(405.19, 517.74);(438.27, 528.96);(422.14, 553.14);(508.9, 537.08);(469.01, 581.63);(566.98, 539.1);(528.82, 586.44);(586.03, 541.01);(545.03, 595.18);(585.1, 540.46);(544.62, 587.32);(577.58, 542.47);(540.57, 581.71);(595.37, 533.43);(575.55, 549.86);(721.39, 551.98);(580.14, 553.05);(854.14, 578.62);(590.8, 579.18);(874.08, 597.11);(595.0, 586.28);(896.95, 542.93);(583.16, 571.24)
2.88;videos/cuts_test/50wtf1.mp4;fallen;(394.37, 511.21);(384.3, 513.77);(384.08, 513.34);(383.73, 513.08);(384.09, 518.85);(383.98, 521.8);(383.92, 525.69);(385.01, 523.67);(385.45, 538.42);(405.45, 511.48);(405.21, 517.64);(438.51, 528.55);(421.45, 553.09);(509.25, 536.69);(468.81, 581.7);(566.87, 538.9);(528.37, 586.08);(585.96, 540.75);(545.48, 594.16);(585.73, 540.35);(544.91, 585.62);(577.6, 542.29);(540.43, 580.17);(595.3, 533.38);(574.2, 550.73);(721.74, 551.93);(577.47, 552.82);(854.27, 578.52);(591.92, 580.75);(873.85, 597.47);(598.19, 590.09);(897.05, 542.48);(586.37, 573.77)
2.92;videos/cuts_test/50wtf1.mp4;fallen;(394.4, 510.98);(384.35, 513.71);(384.13, 513.33);(383.78, 513.04);(384.15, 518.65);(384.04, 521.55);(383.96, 525.28);(385.04, 523.66);(385.49, 538.31);(405.48, 511.44);(405.24, 517.46);(438.62, 528.37);(421.1, 553.08);(509.24, 536.65);(468.59, 581.86);(566.56, 538.78);(528.17, 586.0);(585.76, 540.64);(545.97, 593.62);(584.74, 540.28);(545.27, 584.85);(577.52, 542.19);(540.47, 579.47);(595.35, 533.34);(573.87, 551.15);(722.08, 551.88);(576.34, 552.55);(854.31, 578.35);(594.63, 584.85);(873.73, 597.22);(602.37, 595.7);(896.47, 542.65);(590.17, 579.99)
2.96;videos/cuts_test/50wtf1.mp4;fallen;(394.42, 510.69);(384.39, 513.62);(384.17, 513.3);(383.82, 513.0);(384.2, 518.32);(384.08, 521.15);(383.98, 524.66);(385.08, 523.7);(385.48, 538.0);(405.52, 511.41);(405.23, 517.22);(438.71, 528.26);(420.87, 553.05);(509.19, 536.66);(468.56, 581.91);(565.87, 538.78);(527.85, 586.23);(585.05, 540.66);(545.73, 594.17);(583.53, 540.21);(544.94, 585.39);(577.28, 542.09);(540.14, 579.87);(595.31, 533.31);(573.44, 551.17);(722.17, 551.89);(576.87, 552.55);(854.19, 578.26);(596.18, 587.67);(873.51, 597.29);(603.73, 598.92);(896.17, 542.94);(591.81, 584.71)
3.0;videos/cuts_test/50wtf1.mp4;fallen;(394.43, 510.46);(384.41, 513.52);(384.2, 513.25);(383.85, 512.99);(384.24, 518.09);(384.12, 520.88);(384.0, 524.27);(385.12, 523.68);(385.47, 537.8);(405.53, 511.34);(405.22, 517.02);(438.75, 528.23);(420.62, 553.03);(509.3, 534.97);(468.56, 581.82);(565.83, 537.84);(527.94, 586.63);(584.85, 540.53);(545.7, 595.3);(583.27, 539.21);(545.35, 587.54);(577.25, 541.82);(540.88, 581.63);(595.28, 533.23);(572.59, 551.18);(722.34, 551.84);(577.36, 552.62);(854.05, 578.19);(597.16, 587.41);(873.34, 597.5);(604.64, 598.45);(895.93, 543.14);(592.91, 583.95)
3.04;videos/cuts_test/50wtf1.mp4;fallen;(394.44, 510.28);(384.42, 513.43);(384.21, 513.2);(383.86, 512.98);(384.25, 517.9);(384.13, 520.66);(384.01, 523.98);(385.16, 523.68);(385.49, 537.65);(405.55, 511.29);(405.23, 516.86);(438.8, 528.21);(420.5, 553.02);(509.29, 534.46);(468.63, 581.79);(565.5, 537.38);(528.32, 587.27);(584.23, 540.51);(545.89, 596.56);(582.91, 538.82);(545.93, 589.33);(580.79, 542.3);(541.68, 583.3);(595.21, 533.18);(571.84, 551.18);(722.48, 551.79);(577.7, 552.64);(853.95, 578.12);(598.74, 587.2);(873.21, 597.61);(605.78, 598.08);(895.74, 543.42);(596.1, 583.9)
3.09;videos/cuts_test/50wtf1.mp4;fallen;(394.45, 510.14);(384.44, 513.34);(384.22, 513.13);(383.88, 512.94);(384.28, 517.75);(384.15, 520.48);(384.03, 523.76);(385.17, 523.66);(385.49, 537.51);(405.57, 511.22);(405.23, 516.74);(438.85, 528.1);(420.34, 553.0);(509.38, 534.3);(468.65, 581.76);(565.47, 537.06);(528.17, 587.77);(584.06, 540.41);(545.76, 597.29);(582.83, 538.41);(545.85, 589.93);(582.99, 542.48);(541.63, 583.86);(595.16, 533.16);(571.32, 551.2);(722.57, 551.75);(577.86, 552.65);(853.91, 578.05);(599.91, 587.62);(873.13, 597.66);(606.83, 598.52);(895.65, 543.53);(597.94, 585.42)
3.13;videos/cuts_test/50wtf1.mp4;fallen;(394.37, 510.07);(384.37, 513.29);(384.17, 513.08);(383.85, 512.9);(384.22, 517.71);(384.09, 520.45);(383.95, 523.72);(385.21, 523.65);(385.45, 537.47);(405.57, 511.16);(405.22, 516.71);(439.03, 528.05);(420.41, 552.99);(509.35, 533.56);(468.65, 581.72);(565.26, 536.95);(528.07, 587.8);(583.59, 540.12);(545.68, 597.3);(582.39, 538.36);(545.84, 589.85);(580.84, 541.5);(541.7, 583.8);(594.76, 533.14);(571.26, 551.15);(722.29, 551.84);(576.46, 551.67);(853.88, 578.27);(599.03, 583.51);(873.17, 598.11);(606.53, 594.79);(895.55, 543.44);(596.81, 575.07)
